periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EarnS,EmpTotal,sEarnS,sEmpTotal
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,524,Insurance Carriers and Related Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,6433,52660,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,525,"Funds, Trusts, and Other Financial Vehicles",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,6779,2807,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,531,Real Estate,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,4190,61392,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,532,Rental and Leasing Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,4318,21746,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,7717,1093,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,541,"Professional, Scientific, and Technical Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,6679,330970,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,551,Management of Companies and Enterprises,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,5684,64894,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,561,Administrative and Support Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,2753,321022,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,562,Waste Management and Remediation Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,4427,10443,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,611,Educational Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,4490,122713,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,621,Ambulatory Health Care Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,4267,203785,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,622,Hospitals,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,5690,115750,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,623,Nursing and Residential Care Facilities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,2590,76785,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,624,Social Assistance,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,2503,70026,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,711,"Performing Arts, Spectator Sports, and Related Industries",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,7272,48730,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,712,"Museums, Historical Sites, and Similar Institutions",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,3602,4826,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,713,"Amusement, Gambling, and Recreation Industries",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,2139,43126,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,721,Accommodation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,2504,44904,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,722,Food Services and Drinking Places,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,1644,340449,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,811,Repair and Maintenance,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,3058,40984,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,812,Personal and Laundry Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,2217,53210,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,3464,45772,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,814,Private Households,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,878,168215,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,111,Crop Production,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2252,5311,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,112,Animal Production and Aquaculture,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3467,272,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,113,Forestry and Logging,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2048,33,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,114,"Fishing, Hunting and Trapping",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5057,73,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,115,Support Activities for Agriculture and Forestry,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2654,1361,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,211,Oil and Gas Extraction,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,37342,1980,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,212,Mining (except Oil and Gas),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5578,479,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,213,Support Activities for Mining,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,9009,1925,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,221,Utilities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,8539,11575,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,236,Construction of Buildings,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4670,35023,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,237,Heavy and Civil Engineering Construction,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,6379,14090,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,238,Specialty Trade Contractors,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4030,90306,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,311,Food Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3839,42763,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,312,Beverage and Tobacco Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4889,5831,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,313,Textile Mills,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2658,7530,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,314,Textile Product Mills,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3094,4490,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,315,Apparel Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2904,49336,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,316,Leather and Allied Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2663,2361,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,321,Wood Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2923,3524,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,322,Paper Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4772,8220,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,323,Printing and Related Support Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3701,17114,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,324,Petroleum and Coal Products Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,12495,6480,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,325,Chemical Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4774,19408,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,326,Plastics and Rubber Products Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3667,14220,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,327,Nonmetallic Mineral Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3836,6013,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,331,Primary Metal Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4129,7757,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,332,Fabricated Metal Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4215,44140,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,333,Machinery Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4670,16256,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,334,Computer and Electronic Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,7311,46565,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,335,"Electrical Equipment, Appliance, and Component Manufacturing",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5043,10606,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,336,Transportation Equipment Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,7445,46883,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,337,Furniture and Related Product Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3151,14696,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,339,Miscellaneous Manufacturing,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5030,19412,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,423,"Merchant Wholesalers, Durable Goods",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5126,105176,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,424,"Merchant Wholesalers, Nondurable Goods",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4427,109187,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,425,Wholesale Electronic Markets and Agents and Brokers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5663,33447,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,441,Motor Vehicle and Parts Dealers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4124,43436,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,442,Furniture and Home Furnishings Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2814,15187,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,443,Electronics and Appliance Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3550,20365,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,444,Building Material and Garden Equipment and Supplies Dealers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2771,25184,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,445,Food and Beverage Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2676,107471,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,446,Health and Personal Care Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3418,34598,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,447,Gasoline Stations,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2537,12128,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,448,Clothing and Clothing Accessories Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2260,66556,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2104,19953,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,452,General Merchandise Stores,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2061,79247,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,453,Miscellaneous Store Retailers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2694,30478,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,454,Nonstore Retailers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4869,10751,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,481,Air Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,4818,20653,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,482,Rail Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3920,9,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,483,Water Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5301,3482,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,484,Truck Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3755,28897,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,485,Transit and Ground Passenger Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2446,15487,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,486,Pipeline Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,8014,696,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,487,Scenic and Sightseeing Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2444,845,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,488,Support Activities for Transportation,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5203,47360,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,491,Postal Service,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,2608,235,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,492,Couriers and Messengers,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3933,19001,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,493,Warehousing and Storage,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3842,18323,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,511,Publishing Industries (except Internet),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,8226,15994,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,512,Motion Picture and Sound Recording Industries,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3255,347900,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,515,Broadcasting (except Internet),A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,9216,22964,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,517,Telecommunications,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,7004,29352,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,518,"Data Processing, Hosting, and Related Services",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,6978,5706,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,519,Other Information Services,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,8149,9649,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,521,Monetary Authorities-Central Bank,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,7781,473,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,522,Credit Intermediation and Related Activities,A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5368,83504,1,1
Q,Quarterly data,U,Not seasonally adjusted,C,Counties,06037,"Los Angeles, CA",3,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",A05,All Private,0,All Sexes,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,19001,26453,1,1
